Bestseller,Genre,GenreBin,Title,Author,Published Year,Publisher,Page,Price,Reference by person,Reference by Magazine,authorgender(male0fe1team2),isFirstBestSeller,Duration,Duration1,Duration2(0=S1=L2=etc),Impact
2011,Biographies&Memoirs,1,Through My Eyes,Tim Tebow,2011,Independently published ,72,17.99,0,0,0,1,1,0,0,20765.4466
2011,Literature&Fiction,6,The Land of Painted Caves,Jean M. Auel,2011,Bantam,278,8.99,0,0,1,0,1,0,0,9.06E+03
2011,Politics&SocialSciences,7,The Social Animal: The Hidden Sources of Love・,David Brooks,2011,Random Hous,468,18,0,0,1,1,1,0,0,499580.2
2011,Children'sBooks,3,Guinness World Records 2012,Guinness World Records,2011,Guinness World Records ,288,28.95,0,0,0,1,1,0,0,2.09E+05
2011,Literature&Fiction,6,State of Wonder,Ann Patchett,2011,Harper,235,15.99,0,0,1,0,1,0,0,1.15E+04
2011,Literature&Fiction,6,A Visit from the Goon Squad,Jennifer Egan,2011,Anchor,352,20,1,7,1,1,1,0,0,3.77E+04
2011,HealthFitness&Dieting,5,Prevent and Reverse Heart Disease: The・,Ann Crile Esselstyn,2007,Avery,288,26,0,0,0,1,1,0,0,1.26E+02
2011,Literature&Fiction,6,Explosive Eighteen: A Stephanie Plum Novel・,Janet Evanovich,2011,Bantam,354,8.99,0,1,1,0,1,0,0,1.10E+04
2011,Business&SelfHelp,2,Delivering Happiness: A Path to Profits Passion・,Tony Hsieh,2010,Grand Central Publishing,272,17,0,0,0,0,1,0,0,2.68E+04
2011,Teen&Youngadult,6,The Lost Hero (Heroes of Olympus Book 1),Rick Riordan,2010,Disney-Hyperion,592,1.99,0,0,1,0,1,0,0,4.34E+04
2011,Literature&Fiction,6,Room,Emma Donoghue,2011,Back Bay Books,352,16.99,0,4,0,1,1,0,0,2.62E+04
2011,Literature&Fiction,6,Hotel on the Corner of Bitter and Sweet,Jamie Ford,2009,Ballantine Books,301,17,0,0,1,0,1,0,0,1.79E+05
2011,Business&SelfHelp,2,The Tipping Point: How Little Things Can Make a・,Malcolm Gladwell,2006,Turtleback Books ,304,21.65,0,0,1,1,3,1,1,83025.69615
2011,Literature&Fiction,6,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,2009,Vintage Crime/Black Lizard,631,9.99,0,0,0,0,1,0,0,3.26E+04
2011,CookbooksFood&Wine,4,Hungry Girl 300 Under 300: 300 Breakfast・,Lisa Lillien,2011,St. Martin's Griffin,560,11.99,0,1,1,0,1,0,0,9.93E+02
2011,Business&SelfHelp,2,Getting Things Done: The Art of Stress-Free・,David Allen,2011,Penguin Books,436,26,0,0,2,0,2(2009),2,1,20071786.13
2011,Children'sBooks,3,The Invention of Hugo Cabret,Brian Selznick,2007,Scholastic Press,533,24.99,0,4,2,1,1,0,0,13440.30184
2011,Business&SelfHelp,2,Now Discover Your Strengths,Gallup,2001,Gallup Press,320,39.95,0,0,0,0,2(2019),2,1,305800
2011,Business&SelfHelp,2,Drive: The Surprising Truth About What・,Daniel H. Pink,2011,Riverhead Books ,288,17,0,3,2,0,1,0,0,257016.2983
2011,Literature&Fiction,6,Smokin' Seventeen (Stephanie Plum),Janet Evanovich,2011,Bantam,353,8.99,0,1,1,0,1,0,0,4.81E+03
2011,Politics&SocialSciences,7,The Big Short: Inside the Doomsday Machine,Michael Lewis,2011,W. W. Norton & Company,291,15.95,0,1,1,0,1,0,0,64324813
2011,HealthFitness&Dieting,5,Born to Run: A Hidden Tribe Superathletes and・,Christopher McDougall,2011,Vintage,304,16.95,0,2,0,0,3,1,1,43780
2011,Reference,0,The Official Guide for GMAT Review,GMAC (Graduate Management Admission Council),2010,Wiley,1760,81.95,0,0,2,1,1,0,0,22000
